id,template,count
797,"SELECT 
    table_alias0.col_name,
    (table_alias0.col_name / num) * (table_alias0.col_name / (table_alias0.col_name + num)) AS column_alias0,
    CASE 
        WHEN (table_alias0.col_name / num) * (table_alias0.col_name / (table_alias0.col_name + num)) > num THEN string
        WHEN (table_alias0.col_name / num) * (table_alias0.col_name / (table_alias0.col_name + num)) < num THEN string
        ELSE string
    END AS column_alias1
FROM 
    table_name table_alias0
ORDER BY 
    column_alias0 DESC;",1
798,"SELECT 
    table_alias0.col_name,
    ABS(table_alias1.col_name - table_alias1.col_name) / NULLIF(table_alias1.col_name, num) * table_alias1.col_name AS column_alias0,
    table_alias1.col_name,
    ARRAY_AGG(table_alias1.col_name) FILTER (WHERE table_alias1.col_name IS NOT NULL) AS column_alias1
FROM table_name table_alias0
INNER JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
WHERE 
    ABS(table_alias1.col_name - table_alias1.col_name) / NULLIF(table_alias1.col_name, num) * table_alias1.col_name > num
    AND table_alias1.col_name > num
GROUP BY table_alias0.col_name, table_alias1.col_name, table_alias1.col_name, table_alias1.col_name, table_alias1.col_name
ORDER BY column_alias0 DESC
LIMIT num",1
799,"SELECT 
    table_alias0.col_name,
    AVG(table_alias0.col_name * table_alias0.col_name * (table_alias1.col_name - num)) AS column_alias0
FROM table_name table_alias0
JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
GROUP BY table_alias0.col_name;",1
800,"SELECT 
    table_alias0.col_name,
    COUNT(*) AS column_alias0,
    AVG(table_alias0.col_name * (num + (num - ABS(table_alias0.col_name)/(table_alias0.col_name*num)) * 
        table_alias0.col_name/(num + table_alias0.col_name/num)) *
        CASE 
            WHEN table_alias0.col_name = string THEN num
            WHEN table_alias0.col_name = string THEN num
            ELSE num
        END) AS column_alias1,
    AVG(table_alias0.col_name) AS column_alias2,
    json_group_object(
        table_alias0.col_name,
        json_object(
            string, table_alias0.col_name * (num + (num - ABS(table_alias0.col_name)/(table_alias0.col_name*num)) * 
                   table_alias0.col_name/(num + table_alias0.col_name/num)) *
                   CASE 
                       WHEN table_alias0.col_name = string THEN num
                       WHEN table_alias0.col_name = string THEN num
                       ELSE num
                   END,
            string, table_alias0.col_name
        )
    ) AS column_alias3
FROM table_name table_alias0
WHERE table_alias0.col_name IS NOT NULL
GROUP BY table_alias0.col_name
HAVING COUNT(*) > num;",1
801,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    (table_alias1.col_name + COALESCE(table_alias2.col_name, num)) AS column_alias0
FROM 
    table_name table_alias0
    JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    LEFT JOIN table_name table_alias2 ON table_alias2.col_name = table_alias0.col_name
WHERE 
    (COALESCE(table_alias2.col_name, num) > num OR table_alias1.col_name > num)
    AND (table_alias2.col_name IS NULL OR table_alias2.col_name > CURRENT_DATE - INTERVAL string)
ORDER BY 
    column_alias0 DESC;",1
802,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    AVG((num - table_alias0.col_name/num) * (num - table_alias0.col_name)) AS column_alias0,
    SUM(CASE WHEN (num - table_alias0.col_name/num THEN num ELSE num END) * (num - table_alias0.col_name) > num) AS column_alias1
FROM table_name table_alias0
GROUP BY table_alias0.col_name, table_alias0.col_name
ORDER BY column_alias0 DESC;",1
803,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    CAST((table_alias3.col_name->string->>string) AS column_alias0),
    CAST((table_alias3.col_name->string->>string) AS column_alias1),
    CAST((table_alias3.col_name->string->>string) AS column_alias1),
    CASE
        WHEN CAST((table_alias3.col_name->string->>string) AS column_alias0)> num
         AND CAST((table_alias3.col_name->string->>string) AS column_alias1)> num
         AND CAST((table_alias3.col_name->string->>string) AS column_alias1)> num
        THEN string
        WHEN CAST((table_alias3.col_name->string->>string) AS column_alias0)> num
         AND CAST((table_alias3.col_name->string->>string) AS column_alias1)> num
        THEN string
        ELSE string
    END AS column_alias2
FROM 
    table_name table_alias0
    JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    JOIN table_name table_alias2 ON table_alias2.col_name = table_alias1.col_name
    JOIN table_name table_alias3 ON table_alias3.col_name = table_alias2.col_name
WHERE 
    CAST((table_alias3.col_name->string->>string) AS column_alias0), follower_count DESC;",1
804,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    COUNT(DISTINCT table_alias1.col_name) AS column_alias0,
    ARRAY_AGG(DISTINCT table_alias2.col_name) AS column_alias1,
    CAST(ROUND(AVG(table_alias4.col_name) AS column_alias2), num) AS column_alias3
FROM 
    table_name table_alias0
    JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    JOIN table_name table_alias2 ON table_alias2.col_name = table_alias1.col_name
    JOIN table_name table_alias3 ON table_alias3.col_name = table_alias0.col_name
    JOIN table_name table_alias4 ON table_alias4.col_name = table_alias3.col_name
WHERE 
    table_alias4.col_name > num 
GROUP BY 
    table_alias0.col_name, table_alias0.col_name
HAVING 
    COUNT(DISTINCT table_alias1.col_name) >= num 
ORDER BY 
    column_alias0 DESC, column_alias3 DESC;",1
805,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    ROUND((table_alias2.col_name * num + table_alias2.col_name/num * num + table_alias2.col_name/num * num + table_alias2.col_name/num * CAST(num) AS column_alias0), num) AS column_alias1,
    ROUND((table_alias1.col_name * (num + table_alias1.col_name/num * CAST(num)) AS column_alias0), num) AS column_alias2,
    CASE
        WHEN table_alias0.col_name >= num 
         AND (table_alias2.col_name * num + table_alias2.col_name/num * num + table_alias2.col_name/num * num + table_alias2.col_name/num * num) > num
         AND table_alias1.col_name * (num + table_alias1.col_name/num * num) > num
        THEN string
        ELSE string
    END AS column_alias3
FROM 
    table_name table_alias0
    JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    JOIN table_name table_alias2 ON table_alias2.col_name = table_alias1.col_name
WHERE 
    table_alias0.col_name = string OR table_alias0.col_name = string
ORDER BY 
    column_alias1 DESC, column_alias2 DESC;",1
806,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias0.col_name,
    column_alias2.new_columnumn_alias1,
    CASE 
        WHEN column_alias2.new_columnumn_alias1 < num AND table_alias0.col_name < num 
        THEN string
        WHEN column_alias2.new_columnumn_alias1 < num AND table_alias0.col_name < num 
        THEN string
        ELSE string
    END AS column_alias0
FROM table_name table_alias0
CROSS JOIN new_table (
    SELECT (table_alias0.col_name/(table_alias0.col_name * num)) AS column_alias1
) AS column_alias2
WHERE 
    column_alias2.new_columnumn_alias1 < num AND
    table_alias0.col_name < num;",1
807,"SELECT 
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias1.col_name AS column_alias0,
    CAST((table_alias0.col_name AS column_alias1)/table_alias0.col_name * num) - 
    CAST((table_alias0.col_name AS column_alias1)/table_alias0.col_name * num) + 
    (table_alias0.col_name * num) AS column_alias2
FROM table_name table_alias0
JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
WHERE col_name IN (string, string)
  AND CAST((table_alias0.col_name AS column_alias1)/table_alias0.col_name) < num
  AND table_alias0.col_name > num
  AND CAST(((table_alias0.col_name AS column_alias1)/table_alias0.col_name * num) - 
       CAST((table_alias0.col_name AS column_alias1)/table_alias0.col_name * num) + 
       (table_alias0.col_name * num)) > num
ORDER BY column_alias2 DESC;",1
808,"SELECT 
    table_alias0.col_name,
    table_alias1.col_name,
    table_alias1.col_name,
    table_alias1.col_name,
    ROUND(
        table_alias0.col_name * (num - table_alias0.col_name / num) + (num - table_alias0.col_name) * num,
        num
    ) AS column_alias0,
    CASE 
        WHEN table_alias0.col_name * (num - table_alias0.col_name / num) + (num - table_alias0.col_name) * num < num THEN string
        WHEN table_alias0.col_name * (num - table_alias0.col_name / num) + (num - table_alias0.col_name) * num < num THEN string
        ELSE string
    END AS column_alias1
FROM 
    table_name table_alias0
JOIN 
    table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
ORDER BY 
    column_alias0;",1
809,"SELECT 
    table_alias0.col_name:CAST(name AS column_alias0) as column_alias1,
    COUNT(*) as column_alias2
FROM table_name table_alias0
WHERE table_alias0.col_name = string
AND table_alias0.col_name IS NOT NULL
AND EXISTS (
    SELECT num 
    FROM table_name table_alias1
    WHERE table_alias1.col_name = table_alias0.col_name:CAST(name AS column_alias0)
    AND table_alias1.col_name LIKE string
    AND table_alias1.col_name < num
    AND table_alias1.col_name LIKE string
)
GROUP BY column_alias1
ORDER BY column_alias2 DESC
LIMIT num;",1
810,"SELECT 
    table_alias1.col_name AS column_alias0,                                                        
    table_alias0.col_name AS column_alias1,                                        
    table_alias0.col_name AS column_alias2,                                        
    EXTRACT(YEAR FROM new_table(table_name.col_name)) AS column_alias3,               
    ROUND(((table_alias0.col_name - table_alias0.col_name) / NULLIF(EXTRACT(YEAR FROM new_table(table_name.col_name)), num) * num), num) AS column_alias4  
FROM table_name table_alias0
INNER JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name                      
INNER JOIN table_name ON table_alias1.col_name = table_name.col_name;",1
811,"SELECT 
    table_alias1.col_name,
    table_alias1.col_name,
    (
        SELECT AVG(
            CASE 
                WHEN table_alias0.col_name = string THEN num
                WHEN table_alias0.col_name = string THEN num
                WHEN table_alias0.col_name = string THEN num
            END)
        FROM table_name table_alias0 
        WHERE table_alias0.col_name = table_alias1.col_name
    ) AS column_alias0,
    (
        SELECT jsonb_agg(jsonb_build_object(string, column_alias1, string, v))
        FROM (
            SELECT 
                string AS column_alias1, table_alias0.col_name AS v FROM table_name table_alias0 WHERE table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = string
            UNION ALL
            SELECT string, table_alias0.col_name FROM table_name table_alias0 WHERE table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = string
        ) t
    ) AS column_alias2
FROM table_name table_alias1
WHERE (
    SELECT AVG(
        CASE 
            WHEN table_alias0.col_name = string THEN num
            WHEN table_alias0.col_name = string THEN num
            WHEN table_alias0.col_name = string THEN num
        END)
    FROM table_name table_alias0 
    WHERE table_alias0.col_name = table_alias1.col_name
) > num
ORDER BY column_alias0 DESC;",1
812,"SELECT 
    table_alias3.col_name,
    COUNT(*) AS column_alias0,
    ROUND(AVG(CURRENT_DATE - CAST(table_alias4.col_name) AS column_alias1), num) AS column_alias2,
    CAST(ROUND(AVG(table_alias2.col_name) AS column_alias1), num) AS column_alias3,
    CAST(ROUND(AVG(table_alias4.col_name) AS column_alias1), num) AS column_alias4,
    ROUND(AVG(
        (num - table_alias4.col_name) * num + 
        (CURRENT_DATE - table_alias4.col_name)/num * num + 
        CASE
            WHEN table_alias3.col_name = string THEN num
            WHEN table_alias3.col_name = string THEN num
            WHEN table_alias3.col_name = string THEN num
            WHEN table_alias3.col_name = string THEN num
        END
    CAST() AS column_alias1), num) AS column_alias5
FROM 
    table_name table_alias0
    JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    JOIN table_name table_alias2 ON table_alias2.col_name = table_alias1.col_name
    JOIN table_name table_alias3 ON table_alias3.col_name = table_alias2.col_name
    JOIN table_name table_alias4 ON table_alias4.col_name = table_alias1.col_name
GROUP BY 
    table_alias3.col_name;",1
813,"SELECT 
    table_alias3.col_name,
    table_alias3.col_name,
    table_alias3.col_name,
    table_alias4.col_name,
    CASE 
        WHEN (SELECT MAX(table_alias0.col_name) 
             FROM table_name table_alias0
             JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
             JOIN table_name table_alias2 ON table_alias1.col_name = table_alias2.col_name
             WHERE table_alias2.col_name = table_alias3.col_name) > 
             CASE table_alias4.col_name 
                 WHEN string THEN num 
                 WHEN string THEN num 
                 ELSE num 
             END THEN string
        ELSE string
    END AS column_alias0
FROM table_name table_alias3
JOIN table_name table_alias4 ON table_alias3.col_name = table_alias4.col_name
WHERE table_alias4.col_name IN (string, string);",1
814,"SELECT 
  CASE 
    WHEN col_name BETWEEN num AND num THEN string
    WHEN col_name BETWEEN num AND num THEN string
    WHEN col_name BETWEEN num AND num THEN string
    WHEN col_name BETWEEN num AND num THEN string
    WHEN col_name BETWEEN num AND num THEN string
    ELSE string
  END AS column_alias0,
  COUNT(*) AS column_alias1,
  ROUND(AVG(col_name), num) AS column_alias2
FROM table_name
GROUP BY column_alias0;",1
815,"SELECT 
  TO_DATE(TO_TIMESTAMP_NTZ(string / num)) AS string,  
  TO_CHAR(SUM(
      CASE
          WHEN string LIKE string THEN num
          ELSE -num
      END * 
      CAST(CONCAT(string, LTRIM(SUBSTRING(string, 
                                       CASE 
                                           WHEN string LIKE string THEN num
                                           ELSE num
                                       END, num), string)) AS column_alias0) / num)
  , string) AS string
FROM 
  new_table
WHERE 
  TO_DATE(TO_TIMESTAMP_NTZ(string / num)) BETWEEN string AND string
  AND string = string  
  AND (string LIKE string 
       OR string LIKE string 
  )
GROUP BY 
  TO_DATE(TO_TIMESTAMP_NTZ(string / num))
ORDER BY 
  string DESC;",1
