id	generalized_template	count
2063	SELECT variable FROM variable AS variable INNER JOIN `variable-variable` AS variable ON variable = variable WHERE variable = variable AND variable = variable GROUP BY variable	1
2064	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` WHERE variable = variable AND variable = variable ORDER BY variable DESC LIMIT variable	1
2065	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` WHERE variable = variable AND variable.`DATE variable` = variable	1
2066	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable` = variable.`variable` WHERE variable = variable AND variable.`variable` = variable	1
2067	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable` = variable.`variable` WHERE variable = variable ORDER BY variable.`variable` DESC LIMIT variable	1
2068	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable <> variable	1
2069	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable.`variable variable` WHERE variable > variable AND variable = variable	1
2070	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable.`variable variable` WHERE variable = ( SELECT MAX(variable) FROM variable )	1
2071	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable.`variable variable` WHERE variable = variable LIMIT variable	1
2072	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable AND variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable ORDER BY variable DESC LIMIT variable	1
2073	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable AND variable = variable WHERE variable = variable AND variable = ( SELECT DISTINCT variable FROM variable WHERE variable = variable ) AND variable = ( SELECT DISTINCT variable FROM variable WHERE variable = variable )	1
2074	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable AND variable = variable WHERE variable = variable GROUP BY variable ORDER BY SUM(variable + variable) DESC LIMIT variable	1
2075	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable ORDER BY COUNT(DISTINCT variable) DESC LIMIT variable	1
2076	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable ORDER BY SUM(variable) DESC LIMIT variable, variable	1
2077	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable, variable HAVING COUNT(variable) > variable	1
2078	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable HAVING COUNT(variable) > ( SELECT COUNT(variable) FROM variable AS variable ) * variable	1
2079	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN ( SELECT variable, `DATE` FROM variable ORDER BY variable DESC LIMIT variable ) AS variable ON variable = variable	1
2080	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable ORDER BY variable DESC	1
2081	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable > ( SELECT CAST(SUM(variable) AS variable) / COUNT(variable) FROM variable ) AND variable = variable ORDER BY variable DESC LIMIT variable	1
2082	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable ORDER BY SUM(variable) DESC LIMIT variable	1
2083	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable GROUP BY variable	1
2084	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE (variable = variable OR variable = variable) AND variable = variable GROUP BY variable	1
2085	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable AND variable < variable	1
2086	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable != variable GROUP BY variable ORDER BY COUNT(variable) DESC LIMIT variable	1
2087	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable ORDER BY variable ASC LIMIT variable, variable	1
2088	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE SUBSTR(variable, variable, variable) = variable	1
2089	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE SUBSTR(variable, variable, variable) = variable AND SUBSTR(variable, variable, variable) = variable LIMIT variable	1
2090	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable.`DATE` LIKE variable AND variable = ( SELECT MAX(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable.`DATE` LIKE variable ) GROUP BY variable ORDER BY SUM(variable) DESC LIMIT variable	1
2091	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable LIMIT variable	1
2092	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable.`variable` = variable	1
2093	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable.`variable` = variable ORDER BY variable LIMIT variable	1
2094	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable < variable GROUP BY variable	1
2095	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable.`DATE` LIKE variable AND variable = variable ORDER BY variable DESC LIMIT variable	1
2096	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable BETWEEN variable AND variable	1
2097	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable ORDER BY variable / variable DESC LIMIT variable	1
2098	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE STRFTIME(variable, variable) > variable AND variable = variable GROUP BY variable ORDER BY COUNT(DISTINCT variable) DESC LIMIT variable	1
2099	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable.`variable variable` = variable ORDER BY CAST(REPLACE(REPLACE(variable, variable, variable), variable, variable) AS variable) DESC LIMIT variable	1
2100	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable.`variable variable` = variable AND variable > variable	1
2101	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND STRFTIME(variable, variable) = variable	1
2102	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable.`DATE variable variable` = variable	1
2103	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable LEFT JOIN variable AS variable ON variable = variable WHERE variable IS NULL	1
2104	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable OR variable = variable INNER JOIN variable AS variable ON variable = variable WHERE SUBSTR(variable, variable, variable) = variable AND variable = variable LIMIT variable	1
2105	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable ORDER BY variable - SUBSTR(variable, variable, variable) LIMIT variable	1
2106	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE STRFTIME(variable, variable) = variable	1
